eventid,iyear,imonth,iday,country_txt,region_txt,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt,nkill,nwound,summary
1970001335,2003,2,19,Kenya,Sub-Saharan Africa,Garissa,Unarmed Assault,Journalists & Media,ADF,Sabotage Equipment,3,4,Unarmed Assault targeting Journalists & Media in Garissa; 3 fatalities. Claim by ADF.
1970001336,2003,11,28,Pakistan,South Asia,Quetta,Unarmed Assault,NGO,Lashkar-e-Taiba,Sabotage Equipment,3,4,Unarmed Assault targeting NGO in Quetta; 3 fatalities. Claim by Lashkar-e-Taiba.
1970001337,2003,3,1,Sri Lanka,South Asia,Colombo,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Maoist insurgents,Sabotage Equipment,2,1,Improvised explosive device targeting terrorists/non-state militia detonated in Colombo; Maoist insurgents suspected.
1970001338,2003,1,22,Pakistan,South Asia,Islamabad,Hostage Taking (Kidnapping),Police,Tehrik-i-Taliban Pakistan,Chemical,1,5,Hostage Taking (Kidnapping) targeting Police in Islamabad; 1 fatalities. Claim by Tehrik-i-Taliban Pakistan.
1970001339,2003,9,5,Afghanistan,South Asia,Kabul,Hostage Taking (Kidnapping),Transportation,Taliban-affiliated,Explosives,0,2,Coordinated Hostage Taking (Kidnapping) on Transportation in Kabul. Attribution to Taliban-affiliated.
1970001340,2003,10,4,Thailand,Southeast Asia,Bangkok,Assassination,Military,Abu Sayyaf Group,Explosives,1,5,Assassination targeting Military in Bangkok; 1 fatalities. Claim by Abu Sayyaf Group.
1970001341,2003,8,24,Indonesia,Southeast Asia,Surabaya,Hostage Taking (Kidnapping),Government (General),Unknown,Explosives,2,2,Hostage Taking (Kidnapping) targeting Government (General) in Surabaya; 2 fatalities. Claim by Unknown.
1970001342,2003,5,5,Philippines,Southeast Asia,Davao,Unarmed Assault,Religious Figures/Institutions,MILF dissidents,Sabotage Equipment,0,10,Coordinated Unarmed Assault on Religious Figures/Institutions in Davao. Attribution to MILF dissidents.
1970001343,2003,4,28,Indonesia,Southeast Asia,Bali,Unarmed Assault,Educational Institution,Abu Sayyaf Group,Chemical,3,23,Abu Sayyaf Group attacked Educational Institution in Bali using chemical. 3 killed and 23 wounded reported.
1970001344,2003,12,19,China,East Asia,Shanghai,Assassination,Religious Figures/Institutions,Domestic militant cell,Explosives,9,10,Coordinated Assassination on Religious Figures/Institutions in Shanghai. Attribution to Domestic militant cell.
1970001345,2003,4,23,Japan,East Asia,Osaka,Hijacking,Government (General),Unknown,Incendiary,0,6,Improvised explosive device targeting government (general) detonated in Osaka; Unknown suspected.
1970001346,2003,8,7,South Korea,East Asia,Busan,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Melee,1,5,"Unknown conducted a Hostage Taking (Kidnapping) on a private citizens & property target in Busan, causing 1 deaths."
1970001347,2003,12,22,China,East Asia,Urumqi,Hostage Taking (Kidnapping),Utilities,Unknown,Explosives,1,5,Unknown attacked Utilities in Urumqi using explosives. 1 killed and 5 wounded reported.
1970001348,2003,7,28,Mexico,North America,Tijuana,Unarmed Assault,Business,Eco-radical cell,Explosives,3,5,Improvised explosive device targeting business detonated in Tijuana; Eco-radical cell suspected.
1970001349,2003,2,10,Canada,North America,Ottawa,Hostage Taking (Kidnapping),Educational Institution,Far-right cell,Firearms,2,8,Hostage Taking (Kidnapping) targeting Educational Institution in Ottawa; 2 fatalities. Claim by Far-right cell.
1970001350,2003,12,27,Canada,North America,Ottawa,Armed Assault,Terrorists/Non-State Militia,Far-right cell,Melee,11,6,Far-right cell attacked Terrorists/Non-State Militia in Ottawa using melee. 11 killed and 6 wounded reported.
1970001351,2003,3,5,United States,North America,Boston,Hostage Taking (Kidnapping),Religious Figures/Institutions,Unknown,Vehicle (non-explosive),0,3,Unknown attacked Religious Figures/Institutions in Boston using vehicle (non-explosive). 0 killed and 3 wounded reported.
1970001352,2003,4,12,Chile,South America,Santiago,Unarmed Assault,Transportation,FARC-EP dissidents,Vehicle (non-explosive),0,0,Unarmed Assault targeting Transportation in Santiago; 0 fatalities. Claim by FARC-EP dissidents.
1970001353,2003,1,2,Peru,South America,Ayacucho,Assassination,Military,Shining Path remnants,Incendiary,2,0,Coordinated Assassination on Military in Ayacucho. Attribution to Shining Path remnants.
1970001354,2003,5,11,Argentina,South America,Buenos Aires,Hijacking,Government (General),FARC-EP dissidents,Firearms,2,10,Hijacking targeting Government (General) in Buenos Aires; 2 fatalities. Claim by FARC-EP dissidents.
1970001355,2003,12,13,Chile,South America,Valparaíso,Hijacking,Private Citizens & Property,ELN,Melee,1,7,"ELN conducted a Hijacking on a private citizens & property target in Valparaíso, causing 1 deaths."
1970001356,2003,12,26,Honduras,Central America & Caribbean,Tegucigalpa,Hostage Taking (Kidnapping),Educational Institution,MS-13 splinter,Sabotage Equipment,14,21,Coordinated Hostage Taking (Kidnapping) on Educational Institution in Tegucigalpa. Attribution to MS-13 splinter.
1970001357,2003,1,12,Guatemala,Central America & Caribbean,Guatemala City,Hijacking,Utilities,Local insurgent cell,Incendiary,2,7,Coordinated Hijacking on Utilities in Guatemala City. Attribution to Local insurgent cell.
1970001358,2003,7,22,Honduras,Central America & Caribbean,Tegucigalpa,Facility/Infrastructure Attack,Utilities,MS-13 splinter,Vehicle (non-explosive),2,7,MS-13 splinter attacked Utilities in Tegucigalpa using vehicle (non-explosive). 2 killed and 7 wounded reported.
1970001359,2003,8,8,Cuba,Central America & Caribbean,Havana,Unarmed Assault,Private Citizens & Property,Local insurgent cell,Incendiary,1,6,Local insurgent cell attacked Private Citizens & Property in Havana using incendiary. 1 killed and 6 wounded reported.
1970001360,2004,8,16,Italy,Western Europe,Milan,Unarmed Assault,Military,Anarchist cell,Chemical,14,10,Coordinated Unarmed Assault on Military in Milan. Attribution to Anarchist cell.
1970001361,2004,5,19,Germany,Western Europe,Berlin,Bombing/Explosion,Terrorists/Non-State Militia,IRA-aligned militants,Melee,1,3,Coordinated Bombing/Explosion on Terrorists/Non-State Militia in Berlin. Attribution to IRA-aligned militants.
1970001362,2004,11,3,Spain,Western Europe,Madrid,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Basque separatist faction,Firearms,5,2,Basque separatist faction attacked Terrorists/Non-State Militia in Madrid using firearms. 5 killed and 2 wounded reported.
1970001363,2004,3,17,Germany,Western Europe,Hamburg,Bombing/Explosion,Business,Unknown,Chemical,0,3,"Unknown conducted a Bombing/Explosion on a business target in Hamburg, causing 0 deaths."
1970001364,2004,2,13,Ukraine,Eastern Europe,Kyiv,Armed Assault,Educational Institution,Unknown,Firearms,2,5,Armed Assault targeting Educational Institution in Kyiv; 2 fatalities. Claim by Unknown.
1970001365,2004,9,4,Russia,Eastern Europe,Volgograd,Bombing/Explosion,Police,Unknown,Sabotage Equipment,2,4,Bombing/Explosion targeting Police in Volgograd; 2 fatalities. Claim by Unknown.
1970001366,2004,10,24,Ukraine,Eastern Europe,Odesa,Bombing/Explosion,Military,Chechen militants,Incendiary,1,7,Improvised explosive device targeting military detonated in Odesa; Chechen militants suspected.
1970001367,2004,2,22,Poland,Eastern Europe,Warsaw,Hijacking,NGO,Russian-backed separatists,Sabotage Equipment,3,7,Russian-backed separatists attacked NGO in Warsaw using sabotage equipment. 3 killed and 7 wounded reported.
1970001368,2004,3,19,Yemen,Middle East & North Africa,Aden,Unarmed Assault,NGO,Hezbollah-aligned,Explosives,3,5,Hezbollah-aligned attacked NGO in Aden using explosives. 3 killed and 5 wounded reported.
1970001369,2004,8,20,Egypt,Middle East & North Africa,Alexandria,Hijacking,Police,Unknown,Sabotage Equipment,12,6,Coordinated Hijacking on Police in Alexandria. Attribution to Unknown.
1970001370,2004,2,21,Libya,Middle East & North Africa,Benghazi,Facility/Infrastructure Attack,Government (General),Local jihadist cell,Melee,1,5,Facility/Infrastructure Attack targeting Government (General) in Benghazi; 1 fatalities. Claim by Local jihadist cell.
1970001371,2004,12,26,Iraq,Middle East & North Africa,Baghdad,Assassination,Police,ISIL-affiliated,Vehicle (non-explosive),1,5,Improvised explosive device targeting police detonated in Baghdad; ISIL-affiliated suspected.
1970001372,2004,1,20,Somalia,Sub-Saharan Africa,Kismayo,Hostage Taking (Kidnapping),Utilities,Boko Haram,Vehicle (non-explosive),3,10,Coordinated Hostage Taking (Kidnapping) on Utilities in Kismayo. Attribution to Boko Haram.
1970001373,2004,6,18,Mali,Sub-Saharan Africa,Timbuktu,Hijacking,Transportation,Unknown,Firearms,2,3,Improvised explosive device targeting transportation detonated in Timbuktu; Unknown suspected.
1970001374,2004,5,8,Kenya,Sub-Saharan Africa,Garissa,Hostage Taking (Kidnapping),NGO,JNIM-affiliated,Sabotage Equipment,3,5,"JNIM-affiliated conducted a Hostage Taking (Kidnapping) on a ngo target in Garissa, causing 3 deaths."
1970001375,2004,3,16,South Africa,Sub-Saharan Africa,Durban,Unarmed Assault,Military,JNIM-affiliated,Vehicle (non-explosive),2,8,"JNIM-affiliated conducted a Unarmed Assault on a military target in Durban, causing 2 deaths."
1970001376,2004,10,10,Afghanistan,South Asia,Jalalabad,Bombing/Explosion,Utilities,Lashkar-e-Taiba,Sabotage Equipment,6,24,Bombing/Explosion targeting Utilities in Jalalabad; 6 fatalities. Claim by Lashkar-e-Taiba.
1970001377,2004,10,26,Bangladesh,South Asia,Chittagong,Bombing/Explosion,Educational Institution,Lashkar-e-Taiba,Vehicle (non-explosive),0,9,Bombing/Explosion targeting Educational Institution in Chittagong; 0 fatalities. Claim by Lashkar-e-Taiba.
1970001378,2004,8,9,India,South Asia,Srinagar,Assassination,Business,Lashkar-e-Taiba,Chemical,3,7,Assassination targeting Business in Srinagar; 3 fatalities. Claim by Lashkar-e-Taiba.
1970001379,2004,3,14,Sri Lanka,South Asia,Jaffna,Armed Assault,Business,Tehrik-i-Taliban Pakistan,Melee,0,6,Coordinated Armed Assault on Business in Jaffna. Attribution to Tehrik-i-Taliban Pakistan.
1970001380,2004,1,17,Indonesia,Southeast Asia,Surabaya,Assassination,Journalists & Media,MILF dissidents,Explosives,12,19,Assassination targeting Journalists & Media in Surabaya; 12 fatalities. Claim by MILF dissidents.
1970001381,2004,3,20,Indonesia,Southeast Asia,Jakarta,Bombing/Explosion,Religious Figures/Institutions,BIFF,Chemical,3,10,Improvised explosive device targeting religious figures/institutions detonated in Jakarta; BIFF suspected.
1970001382,2004,12,12,Thailand,Southeast Asia,Yala,Hijacking,Terrorists/Non-State Militia,Abu Sayyaf Group,Melee,2,1,"Abu Sayyaf Group conducted a Hijacking on a terrorists/non-state militia target in Yala, causing 2 deaths."
1970001383,2004,3,6,Myanmar,Southeast Asia,Mandalay,Bombing/Explosion,Military,Abu Sayyaf Group,Explosives,1,4,Coordinated Bombing/Explosion on Military in Mandalay. Attribution to Abu Sayyaf Group.
1970001384,2004,7,23,Japan,East Asia,Osaka,Armed Assault,Business,Unknown,Melee,14,39,Unknown attacked Business in Osaka using melee. 14 killed and 39 wounded reported.
1970001385,2004,7,10,South Korea,East Asia,Busan,Hostage Taking (Kidnapping),Educational Institution,Domestic militant cell,Chemical,1,3,"Domestic militant cell conducted a Hostage Taking (Kidnapping) on a educational institution target in Busan, causing 1 deaths."
1970001386,2004,10,19,Taiwan,East Asia,Taipei,Assassination,Educational Institution,Unknown,Incendiary,0,6,Assassination targeting Educational Institution in Taipei; 0 fatalities. Claim by Unknown.
1970001387,2004,6,13,Japan,East Asia,Tokyo,Assassination,Military,Unknown,Firearms,1,10,"Unknown conducted a Assassination on a military target in Tokyo, causing 1 deaths."
1970001388,2004,6,20,Canada,North America,Ottawa,Hijacking,Educational Institution,Unknown,Vehicle (non-explosive),3,6,"Unknown conducted a Hijacking on a educational institution target in Ottawa, causing 3 deaths."
1970001389,2004,8,22,United States,North America,Boston,Hostage Taking (Kidnapping),Journalists & Media,Lone-wolf attacker,Vehicle (non-explosive),2,3,Coordinated Hostage Taking (Kidnapping) on Journalists & Media in Boston. Attribution to Lone-wolf attacker.
1970001390,2004,11,13,Canada,North America,Montreal,Unarmed Assault,NGO,Lone-wolf attacker,Firearms,1,8,Improvised explosive device targeting ngo detonated in Montreal; Lone-wolf attacker suspected.
1970001391,2004,6,14,Mexico,North America,Juárez,Bombing/Explosion,Police,Unknown,Firearms,3,10,Unknown attacked Police in Juárez using firearms. 3 killed and 10 wounded reported.
1970001392,2004,11,9,Colombia,South America,Medellín,Hijacking,Business,FARC-EP dissidents,Chemical,1,7,Improvised explosive device targeting business detonated in Medellín; FARC-EP dissidents suspected.
1970001393,2004,12,5,Argentina,South America,Rosario,Armed Assault,Business,Shining Path remnants,Melee,9,6,Improvised explosive device targeting business detonated in Rosario; Shining Path remnants suspected.
1970001394,2004,3,15,Argentina,South America,Buenos Aires,Facility/Infrastructure Attack,Military,ELN,Chemical,1,4,ELN attacked Military in Buenos Aires using chemical. 1 killed and 4 wounded reported.
1970001395,2004,6,19,Argentina,South America,Rosario,Hijacking,Religious Figures/Institutions,Shining Path remnants,Sabotage Equipment,1,1,Shining Path remnants attacked Religious Figures/Institutions in Rosario using sabotage equipment. 1 killed and 1 wounded reported.
1970001396,2004,11,20,Honduras,Central America & Caribbean,Tegucigalpa,Unarmed Assault,Military,Unknown,Sabotage Equipment,11,8,Unknown attacked Military in Tegucigalpa using sabotage equipment. 11 killed and 8 wounded reported.
1970001397,2004,8,9,El Salvador,Central America & Caribbean,San Salvador,Hijacking,Journalists & Media,MS-13 splinter,Chemical,1,9,Hijacking targeting Journalists & Media in San Salvador; 1 fatalities. Claim by MS-13 splinter.
1970001398,2004,12,21,El Salvador,Central America & Caribbean,San Salvador,Hijacking,Journalists & Media,Unknown,Incendiary,6,33,Hijacking targeting Journalists & Media in San Salvador; 6 fatalities. Claim by Unknown.
1970001399,2004,9,4,Honduras,Central America & Caribbean,Tegucigalpa,Assassination,Educational Institution,Local insurgent cell,Chemical,13,40,Improvised explosive device targeting educational institution detonated in Tegucigalpa; Local insurgent cell suspected.
1970001400,2005,5,14,United Kingdom,Western Europe,Manchester,Unarmed Assault,Transportation,Unknown,Sabotage Equipment,2,39,Unknown attacked Transportation in Manchester using sabotage equipment. 2 killed and 39 wounded reported.
1970001401,2005,5,3,Germany,Western Europe,Hamburg,Unarmed Assault,Religious Figures/Institutions,Anarchist cell,Sabotage Equipment,8,36,"Anarchist cell conducted a Unarmed Assault on a religious figures/institutions target in Hamburg, causing 8 deaths."
1970001402,2005,5,6,United Kingdom,Western Europe,Belfast,Bombing/Explosion,Police,IRA-aligned militants,Sabotage Equipment,3,9,Bombing/Explosion targeting Police in Belfast; 3 fatalities. Claim by IRA-aligned militants.
1970001403,2005,9,12,United Kingdom,Western Europe,Belfast,Bombing/Explosion,Utilities,IRA-aligned militants,Vehicle (non-explosive),4,11,"IRA-aligned militants conducted a Bombing/Explosion on a utilities target in Belfast, causing 4 deaths."
1970001404,2005,6,16,Romania,Eastern Europe,Cluj-Napoca,Hijacking,Educational Institution,Chechen militants,Incendiary,0,4,Hijacking targeting Educational Institution in Cluj-Napoca; 0 fatalities. Claim by Chechen militants.
1970001405,2005,2,24,Ukraine,Eastern Europe,Donetsk,Hostage Taking (Kidnapping),Religious Figures/Institutions,Chechen militants,Firearms,3,10,Chechen militants attacked Religious Figures/Institutions in Donetsk using firearms. 3 killed and 10 wounded reported.
